faq_id,policy_id,category,intent,question,answer,keywords,priority,escalation_required,risk_type,source,variant
FAQ030_V1,FAQ030,Warranty,intent_030,How do I make a warranty claim?,"Open the relevant order and select the warranty/support option. Claims may require proof of purchase, photos, or manufacturer assessment.",warranty claim proof purchase manufacturer,High,Yes,warranty,Synthetic e-commerce customer support dataset,1
FAQ030_V2,FAQ030,Warranty,intent_030,What is the process for submitting a warranty request?,"Open the relevant order and select the warranty/support option. Claims may require proof of purchase, photos, or manufacturer assessment.",warranty claim proof purchase manufacturer,High,Yes,warranty,Synthetic e-commerce customer support dataset,2
FAQ030_V3,FAQ030,Warranty,intent_030,Please help me with this customer issue: What is the process for submitting a warranty request?,"Open the relevant order and select the warranty/support option. Claims may require proof of purchase, photos, or manufacturer assessment.",warranty claim proof purchase manufacturer,High,Yes,warranty,Synthetic e-commerce customer support dataset,3
FAQ030_V4,FAQ030,Warranty,intent_030,Support question: What is the process for submitting a warranty request?,"Open the relevant order and select the warranty/support option. Claims may require proof of purchase, photos, or manufacturer assessment.",warranty claim proof purchase manufacturer,High,Yes,warranty,Synthetic e-commerce customer support dataset,4
FAQ031_V1,FAQ031,Promotions,intent_031,How do I use a promo code?,Enter an eligible promo code in the coupon field during checkout before completing payment.,promo code coupon checkout discount,Normal,No,promotion,Synthetic e-commerce customer support dataset,1
FAQ031_V2,FAQ031,Promotions,intent_031,Where do I enter a coupon during checkout?,Enter an eligible promo code in the coupon field during checkout before completing payment.,promo code coupon checkout discount,Normal,No,promotion,Synthetic e-commerce customer support dataset,2
FAQ031_V3,FAQ031,Promotions,intent_031,Please help me with this customer issue: Where do I enter a coupon during checkout?,Enter an eligible promo code in the coupon field during checkout before completing payment.,promo code coupon checkout discount,Normal,No,promotion,Synthetic e-commerce customer support dataset,3
FAQ031_V4,FAQ031,Promotions,intent_031,Support question: Where do I enter a coupon during checkout?,Enter an eligible promo code in the coupon field during checkout before completing payment.,promo code coupon checkout discount,Normal,No,promotion,Synthetic e-commerce customer support dataset,4
FAQ032_V1,FAQ032,Promotions,intent_032,Why is my promo code not working?,"Check the expiry date, eligible items, minimum order value, region, and whether the code has already been used.",promo code not working expiry minimum order discount coupon rejected invalid,Normal,No,promotion,Synthetic e-commerce customer support dataset,1
FAQ032_V2,FAQ032,Promotions,intent_032,Checkout says my discount code is invalid.,"Check the expiry date, eligible items, minimum order value, region, and whether the code has already been used.",promo code not working expiry minimum order discount coupon rejected invalid,Normal,No,promotion,Synthetic e-commerce customer support dataset,2
FAQ032_V3,FAQ032,Promotions,intent_032,Please help me with this customer issue: Checkout says my discount code is invalid.,"Check the expiry date, eligible items, minimum order value, region, and whether the code has already been used.",promo code not working expiry minimum order discount coupon rejected invalid,Normal,No,promotion,Synthetic e-commerce customer support dataset,3
FAQ032_V4,FAQ032,Promotions,intent_032,Support question: Checkout says my discount code is invalid.,"Check the expiry date, eligible items, minimum order value, region, and whether the code has already been used.",promo code not working expiry minimum order discount coupon rejected invalid,Normal,No,promotion,Synthetic e-commerce customer support dataset,4
FAQ033_V1,FAQ033,Promotions,intent_033,Can I use two promo codes together?,"Unless a promotion explicitly states otherwise, only one promo code can be applied to an order.",two promo codes combine coupon,Normal,No,promotion,Synthetic e-commerce customer support dataset,1
FAQ033_V2,FAQ033,Promotions,intent_033,May I apply more than one coupon to the same purchase?,"Unless a promotion explicitly states otherwise, only one promo code can be applied to an order.",two promo codes combine coupon,Normal,No,promotion,Synthetic e-commerce customer support dataset,2
FAQ033_V3,FAQ033,Promotions,intent_033,Please help me with this customer issue: May I apply more than one coupon to the same purchase?,"Unless a promotion explicitly states otherwise, only one promo code can be applied to an order.",two promo codes combine coupon,Normal,No,promotion,Synthetic e-commerce customer support dataset,3
FAQ033_V4,FAQ033,Promotions,intent_033,Support question: May I apply more than one coupon to the same purchase?,"Unless a promotion explicitly states otherwise, only one promo code can be applied to an order.",two promo codes combine coupon,Normal,No,promotion,Synthetic e-commerce customer support dataset,4
FAQ034_V1,FAQ034,Privacy,intent_034,How can I request a copy of my personal data?,Use the privacy request option in Privacy Settings. Identity verification may be required before data is released.,personal data copy privacy request,High,Yes,privacy,Synthetic e-commerce customer support dataset,1
FAQ034_V2,FAQ034,Privacy,intent_034,I want to obtain a copy of the personal information you hold about me.,Use the privacy request option in Privacy Settings. Identity verification may be required before data is released.,personal data copy privacy request,High,Yes,privacy,Synthetic e-commerce customer support dataset,2
FAQ034_V3,FAQ034,Privacy,intent_034,Please help me with this customer issue: I want to obtain a copy of the personal information you hold about me.,Use the privacy request option in Privacy Settings. Identity verification may be required before data is released.,personal data copy privacy request,High,Yes,privacy,Synthetic e-commerce customer support dataset,3
FAQ034_V4,FAQ034,Privacy,intent_034,Support question: I want to obtain a copy of the personal information you hold about me.,Use the privacy request option in Privacy Settings. Identity verification may be required before data is released.,personal data copy privacy request,High,Yes,privacy,Synthetic e-commerce customer support dataset,4
FAQ035_V1,FAQ035,Privacy,intent_035,How do I report a privacy concern?,Privacy concerns should be sent to human support through the privacy request channel so they can be reviewed appropriately.,privacy concern data human support,High,Yes,privacy,Synthetic e-commerce customer support dataset,1
FAQ035_V2,FAQ035,Privacy,intent_035,I need to raise a concern about how my personal information is handled.,Privacy concerns should be sent to human support through the privacy request channel so they can be reviewed appropriately.,privacy concern data human support,High,Yes,privacy,Synthetic e-commerce customer support dataset,2
FAQ035_V3,FAQ035,Privacy,intent_035,Please help me with this customer issue: I need to raise a concern about how my personal information is handled.,Privacy concerns should be sent to human support through the privacy request channel so they can be reviewed appropriately.,privacy concern data human support,High,Yes,privacy,Synthetic e-commerce customer support dataset,3
FAQ035_V4,FAQ035,Privacy,intent_035,Support question: I need to raise a concern about how my personal information is handled.,Privacy concerns should be sent to human support through the privacy request channel so they can be reviewed appropriately.,privacy concern data human support,High,Yes,privacy,Synthetic e-commerce customer support dataset,4
FAQ036_V1,FAQ036,Technical,intent_036,The app is not loading. What can I try?,"Check your internet connection, restart the app, and make sure you are using the latest available version. If the issue continues, contact support with device details.",app not loading technical restart internet version,Normal,No,technical,Synthetic e-commerce customer support dataset,1
FAQ036_V2,FAQ036,Technical,intent_036,The the company app will not open properly on my phone.,"Check your internet connection, restart the app, and make sure you are using the latest available version. If the issue continues, contact support with device details.",app not loading technical restart internet version,Normal,No,technical,Synthetic e-commerce customer support dataset,2
FAQ036_V3,FAQ036,Technical,intent_036,Please help me with this customer issue: The the company app will not open properly on my phone.,"Check your internet connection, restart the app, and make sure you are using the latest available version. If the issue continues, contact support with device details.",app not loading technical restart internet version,Normal,No,technical,Synthetic e-commerce customer support dataset,3
FAQ036_V4,FAQ036,Technical,intent_036,Support question: The the company app will not open properly on my phone.,"Check your internet connection, restart the app, and make sure you are using the latest available version. If the issue continues, contact support with device details.",app not loading technical restart internet version,Normal,No,technical,Synthetic e-commerce customer support dataset,4
FAQ037_V1,FAQ037,Technical,intent_037,I am not receiving the verification email.,"Check the spam folder, confirm the registered email address, and request a new verification email. Contact support if repeated attempts fail.",verification email missing spam resend,Normal,No,technical,Synthetic e-commerce customer support dataset,1
FAQ037_V2,FAQ037,Technical,intent_037,The account confirmation email never reached my inbox.,"Check the spam folder, confirm the registered email address, and request a new verification email. Contact support if repeated attempts fail.",verification email missing spam resend,Normal,No,technical,Synthetic e-commerce customer support dataset,2
FAQ037_V3,FAQ037,Technical,intent_037,Please help me with this customer issue: The account confirmation email never reached my inbox.,"Check the spam folder, confirm the registered email address, and request a new verification email. Contact support if repeated attempts fail.",verification email missing spam resend,Normal,No,technical,Synthetic e-commerce customer support dataset,3
FAQ037_V4,FAQ037,Technical,intent_037,Support question: The account confirmation email never reached my inbox.,"Check the spam folder, confirm the registered email address, and request a new verification email. Contact support if repeated attempts fail.",verification email missing spam resend,Normal,No,technical,Synthetic e-commerce customer support dataset,4
FAQ038_V1,FAQ038,Technical,intent_038,The checkout page shows an error.,"Refresh the session and try again without submitting duplicate payments. If the error continues, contact support with a screenshot and time of the error.",checkout error technical payment screenshot,High,Yes,technical,Synthetic e-commerce customer support dataset,1
FAQ038_V2,FAQ038,Technical,intent_038,Checkout fails with an error message when I try to order.,"Refresh the session and try again without submitting duplicate payments. If the error continues, contact support with a screenshot and time of the error.",checkout error technical payment screenshot,High,Yes,technical,Synthetic e-commerce customer support dataset,2
FAQ038_V3,FAQ038,Technical,intent_038,Please help me with this customer issue: Checkout fails with an error message when I try to order.,"Refresh the session and try again without submitting duplicate payments. If the error continues, contact support with a screenshot and time of the error.",checkout error technical payment screenshot,High,Yes,technical,Synthetic e-commerce customer support dataset,3
FAQ038_V4,FAQ038,Technical,intent_038,Support question: Checkout fails with an error message when I try to order.,"Refresh the session and try again without submitting duplicate payments. If the error continues, contact support with a screenshot and time of the error.",checkout error technical payment screenshot,High,Yes,technical,Synthetic e-commerce customer support dataset,4
FAQ039_V1,FAQ039,Support,intent_039,How can I contact customer support?,"Use the Help/Support section in the the company application to open a support request. Complex account, payment, privacy, and security cases are routed to human agents.",contact support help human agent ticket,Normal,No,support,Synthetic e-commerce customer support dataset,1
FAQ039_V2,FAQ039,Support,intent_039,What is the normal way to reach the customer support team?,"Use the Help/Support section in the the company application to open a support request. Complex account, payment, privacy, and security cases are routed to human agents.",contact support help human agent ticket,Normal,No,support,Synthetic e-commerce customer support dataset,2
FAQ039_V3,FAQ039,Support,intent_039,Please help me with this customer issue: What is the normal way to reach the customer support team?,"Use the Help/Support section in the the company application to open a support request. Complex account, payment, privacy, and security cases are routed to human agents.",contact support help human agent ticket,Normal,No,support,Synthetic e-commerce customer support dataset,3
FAQ039_V4,FAQ039,Support,intent_039,Support question: What is the normal way to reach the customer support team?,"Use the Help/Support section in the the company application to open a support request. Complex account, payment, privacy, and security cases are routed to human agents.",contact support help human agent ticket,Normal,No,support,Synthetic e-commerce customer support dataset,4
FAQ040_V1,FAQ040,Support,intent_040,When should I ask for a human agent?,"Ask for a human agent for account-security incidents, payment disputes, privacy requests, unresolved refunds, missing delivered parcels, or cases where the knowledge base does not provide a reliable answer.",human agent escalation security payment privacy unresolved real person support representative,High,Yes,support,Synthetic e-commerce customer support dataset,1
FAQ040_V2,FAQ040,Support,intent_040,What kinds of problems should be transferred to a real support person?,"Ask for a human agent for account-security incidents, payment disputes, privacy requests, unresolved refunds, missing delivered parcels, or cases where the knowledge base does not provide a reliable answer.",human agent escalation security payment privacy unresolved real person support representative,High,Yes,support,Synthetic e-commerce customer support dataset,2
FAQ040_V3,FAQ040,Support,intent_040,Please help me with this customer issue: What kinds of problems should be transferred to a real support person?,"Ask for a human agent for account-security incidents, payment disputes, privacy requests, unresolved refunds, missing delivered parcels, or cases where the knowledge base does not provide a reliable answer.",human agent escalation security payment privacy unresolved real person support representative,High,Yes,support,Synthetic e-commerce customer support dataset,3
FAQ040_V4,FAQ040,Support,intent_040,Support question: What kinds of problems should be transferred to a real support person?,"Ask for a human agent for account-security incidents, payment disputes, privacy requests, unresolved refunds, missing delivered parcels, or cases where the knowledge base does not provide a reliable answer.",human agent escalation security payment privacy unresolved real person support representative,High,Yes,support,Synthetic e-commerce customer support dataset,4
FAQ041_V1,FAQ041,Orders,intent_041,How can I download an invoice for my order?,"Open My Orders, select the completed order, and choose the invoice or receipt option when available. If an invoice is missing, contact support with the order number.",invoice receipt order document download,Normal,No,order,Synthetic e-commerce customer support dataset,1
FAQ041_V2,FAQ041,Orders,intent_041,Where can I get a receipt or invoice for a purchase I made?,"Open My Orders, select the completed order, and choose the invoice or receipt option when available. If an invoice is missing, contact support with the order number.",invoice receipt order document download,Normal,No,order,Synthetic e-commerce customer support dataset,2
FAQ041_V3,FAQ041,Orders,intent_041,Please help me with this customer issue: Where can I get a receipt or invoice for a purchase I made?,"Open My Orders, select the completed order, and choose the invoice or receipt option when available. If an invoice is missing, contact support with the order number.",invoice receipt order document download,Normal,No,order,Synthetic e-commerce customer support dataset,3
FAQ041_V4,FAQ041,Orders,intent_041,Support question: Where can I get a receipt or invoice for a purchase I made?,"Open My Orders, select the completed order, and choose the invoice or receipt option when available. If an invoice is missing, contact support with the order number.",invoice receipt order document download,Normal,No,order,Synthetic e-commerce customer support dataset,4
FAQ042_V1,FAQ042,Orders,intent_042,Why did my order arrive in separate packages?,Items may ship separately when they come from different fulfillment locations or become ready at different times. Each shipment can have its own tracking number.,split shipment separate packages tracking fulfillment,Normal,No,order,Synthetic e-commerce customer support dataset,1
FAQ042_V2,FAQ042,Orders,intent_042,Why did one order get divided into multiple deliveries?,Items may ship separately when they come from different fulfillment locations or become ready at different times. Each shipment can have its own tracking number.,split shipment separate packages tracking fulfillment,Normal,No,order,Synthetic e-commerce customer support dataset,2
FAQ042_V3,FAQ042,Orders,intent_042,Please help me with this customer issue: Why did one order get divided into multiple deliveries?,Items may ship separately when they come from different fulfillment locations or become ready at different times. Each shipment can have its own tracking number.,split shipment separate packages tracking fulfillment,Normal,No,order,Synthetic e-commerce customer support dataset,3
FAQ042_V4,FAQ042,Orders,intent_042,Support question: Why did one order get divided into multiple deliveries?,Items may ship separately when they come from different fulfillment locations or become ready at different times. Each shipment can have its own tracking number.,split shipment separate packages tracking fulfillment,Normal,No,order,Synthetic e-commerce customer support dataset,4
FAQ043_V1,FAQ043,Delivery,intent_043,My delivery is later than the estimated date. What should I do?,"Check the latest carrier tracking update first. If the parcel has no movement beyond the expected delivery window, contact human support for a delivery investigation.",late delayed delivery tracking investigation overdue,High,Yes,delivery,Synthetic e-commerce customer support dataset,1
FAQ043_V2,FAQ043,Delivery,intent_043,My parcel is overdue and has passed the expected arrival date.,"Check the latest carrier tracking update first. If the parcel has no movement beyond the expected delivery window, contact human support for a delivery investigation.",late delayed delivery tracking investigation overdue,High,Yes,delivery,Synthetic e-commerce customer support dataset,2
FAQ043_V3,FAQ043,Delivery,intent_043,Please help me with this customer issue: My parcel is overdue and has passed the expected arrival date.,"Check the latest carrier tracking update first. If the parcel has no movement beyond the expected delivery window, contact human support for a delivery investigation.",late delayed delivery tracking investigation overdue,High,Yes,delivery,Synthetic e-commerce customer support dataset,3
FAQ043_V4,FAQ043,Delivery,intent_043,Support question: My parcel is overdue and has passed the expected arrival date.,"Check the latest carrier tracking update first. If the parcel has no movement beyond the expected delivery window, contact human support for a delivery investigation.",late delayed delivery tracking investigation overdue,High,Yes,delivery,Synthetic e-commerce customer support dataset,4
FAQ044_V1,FAQ044,Delivery,intent_044,Can I upgrade to express delivery after placing the order?,"Delivery speed can be changed only if the order is still processing and the option is supported. Once dispatched, the shipping service cannot be upgraded.",upgrade express shipping after order processing,Normal,No,delivery,Synthetic e-commerce customer support dataset,1
FAQ044_V2,FAQ044,Delivery,intent_044,Can I change normal shipping to express after checkout?,"Delivery speed can be changed only if the order is still processing and the option is supported. Once dispatched, the shipping service cannot be upgraded.",upgrade express shipping after order processing,Normal,No,delivery,Synthetic e-commerce customer support dataset,2
FAQ044_V3,FAQ044,Delivery,intent_044,Please help me with this customer issue: Can I change normal shipping to express after checkout?,"Delivery speed can be changed only if the order is still processing and the option is supported. Once dispatched, the shipping service cannot be upgraded.",upgrade express shipping after order processing,Normal,No,delivery,Synthetic e-commerce customer support dataset,3
FAQ044_V4,FAQ044,Delivery,intent_044,Support question: Can I change normal shipping to express after checkout?,"Delivery speed can be changed only if the order is still processing and the option is supported. Once dispatched, the shipping service cannot be upgraded.",upgrade express shipping after order processing,Normal,No,delivery,Synthetic e-commerce customer support dataset,4
FAQ045_V1,FAQ045,Returns,intent_045,Can I exchange an item instead of returning it?,Direct exchanges are not guaranteed. When an exchange option is available it will appear in the return flow; otherwise return the eligible item and place a new order.,exchange item return replacement new order,Normal,No,return,Synthetic e-commerce customer support dataset,1
FAQ045_V2,FAQ045,Returns,intent_045,I would rather swap the product than get a refund. Is that possible?,Direct exchanges are not guaranteed. When an exchange option is available it will appear in the return flow; otherwise return the eligible item and place a new order.,exchange item return replacement new order,Normal,No,return,Synthetic e-commerce customer support dataset,2
FAQ045_V3,FAQ045,Returns,intent_045,Please help me with this customer issue: I would rather swap the product than get a refund. Is that possible?,Direct exchanges are not guaranteed. When an exchange option is available it will appear in the return flow; otherwise return the eligible item and place a new order.,exchange item return replacement new order,Normal,No,return,Synthetic e-commerce customer support dataset,3
FAQ045_V4,FAQ045,Returns,intent_045,Support question: I would rather swap the product than get a refund. Is that possible?,Direct exchanges are not guaranteed. When an exchange option is available it will appear in the return flow; otherwise return the eligible item and place a new order.,exchange item return replacement new order,Normal,No,return,Synthetic e-commerce customer support dataset,4
FAQ046_V1,FAQ046,Refunds,intent_046,Why did I receive only part of my refund?,"A refund can be partial when only some items were returned, non-refundable charges apply, or a discount affected the refundable amount. Contact human support if the amount does not match the approved refund.",partial refund amount missing discount charges,High,Yes,refund,Synthetic e-commerce customer support dataset,1
FAQ046_V2,FAQ046,Refunds,intent_046,The refund amount is smaller than I expected.,"A refund can be partial when only some items were returned, non-refundable charges apply, or a discount affected the refundable amount. Contact human support if the amount does not match the approved refund.",partial refund amount missing discount charges,High,Yes,refund,Synthetic e-commerce customer support dataset,2
FAQ046_V3,FAQ046,Refunds,intent_046,Please help me with this customer issue: The refund amount is smaller than I expected.,"A refund can be partial when only some items were returned, non-refundable charges apply, or a discount affected the refundable amount. Contact human support if the amount does not match the approved refund.",partial refund amount missing discount charges,High,Yes,refund,Synthetic e-commerce customer support dataset,3
FAQ046_V4,FAQ046,Refunds,intent_046,Support question: The refund amount is smaller than I expected.,"A refund can be partial when only some items were returned, non-refundable charges apply, or a discount affected the refundable amount. Contact human support if the amount does not match the approved refund.",partial refund amount missing discount charges,High,Yes,refund,Synthetic e-commerce customer support dataset,4
FAQ047_V1,FAQ047,Payments,intent_047,Why is there a pending card charge even though my order failed?,A failed checkout can leave a temporary authorization hold from the payment provider. These holds normally expire automatically; contact the card issuer or human support if it remains beyond the provider period.,pending charge authorization hold failed order payment,High,Yes,payment,Synthetic e-commerce customer support dataset,1
FAQ047_V2,FAQ047,Payments,intent_047,My order failed but my bank still shows a pending payment.,A failed checkout can leave a temporary authorization hold from the payment provider. These holds normally expire automatically; contact the card issuer or human support if it remains beyond the provider period.,pending charge authorization hold failed order payment,High,Yes,payment,Synthetic e-commerce customer support dataset,2
FAQ047_V3,FAQ047,Payments,intent_047,Please help me with this customer issue: My order failed but my bank still shows a pending payment.,A failed checkout can leave a temporary authorization hold from the payment provider. These holds normally expire automatically; contact the card issuer or human support if it remains beyond the provider period.,pending charge authorization hold failed order payment,High,Yes,payment,Synthetic e-commerce customer support dataset,3
FAQ047_V4,FAQ047,Payments,intent_047,Support question: My order failed but my bank still shows a pending payment.,A failed checkout can leave a temporary authorization hold from the payment provider. These holds normally expire automatically; contact the card issuer or human support if it remains beyond the provider period.,pending charge authorization hold failed order payment,High,Yes,payment,Synthetic e-commerce customer support dataset,4
FAQ048_V1,FAQ048,Products,intent_048,Where can I find product size or compatibility information?,"Check the product description, specifications, size guide, and compatibility section before ordering. Contact support if essential compatibility information is missing.",size guide compatibility specifications product fit,Normal,No,product,Synthetic e-commerce customer support dataset,1
FAQ048_V2,FAQ048,Products,intent_048,How can I check the right size or whether this product works with my device?,"Check the product description, specifications, size guide, and compatibility section before ordering. Contact support if essential compatibility information is missing.",size guide compatibility specifications product fit,Normal,No,product,Synthetic e-commerce customer support dataset,2
FAQ048_V3,FAQ048,Products,intent_048,Please help me with this customer issue: How can I check the right size or whether this product works with my device?,"Check the product description, specifications, size guide, and compatibility section before ordering. Contact support if essential compatibility information is missing.",size guide compatibility specifications product fit,Normal,No,product,Synthetic e-commerce customer support dataset,3
FAQ048_V4,FAQ048,Products,intent_048,Support question: How can I check the right size or whether this product works with my device?,"Check the product description, specifications, size guide, and compatibility section before ordering. Contact support if essential compatibility information is missing.",size guide compatibility specifications product fit,Normal,No,product,Synthetic e-commerce customer support dataset,4
FAQ049_V1,FAQ049,Promotions,intent_049,Can I use a gift card together with a promo code?,Gift-card and promo-code combinations depend on the checkout rules for the specific promotion. The checkout page will show whether both can be applied together.,gift card promo code combine checkout promotion,Normal,No,promotion,Synthetic e-commerce customer support dataset,1
FAQ049_V2,FAQ049,Promotions,intent_049,Can a gift card and a discount coupon be used on the same order?,Gift-card and promo-code combinations depend on the checkout rules for the specific promotion. The checkout page will show whether both can be applied together.,gift card promo code combine checkout promotion,Normal,No,promotion,Synthetic e-commerce customer support dataset,2
FAQ049_V3,FAQ049,Promotions,intent_049,Please help me with this customer issue: Can a gift card and a discount coupon be used on the same order?,Gift-card and promo-code combinations depend on the checkout rules for the specific promotion. The checkout page will show whether both can be applied together.,gift card promo code combine checkout promotion,Normal,No,promotion,Synthetic e-commerce customer support dataset,3
FAQ049_V4,FAQ049,Promotions,intent_049,Support question: Can a gift card and a discount coupon be used on the same order?,Gift-card and promo-code combinations depend on the checkout rules for the specific promotion. The checkout page will show whether both can be applied together.,gift card promo code combine checkout promotion,Normal,No,promotion,Synthetic e-commerce customer support dataset,4
FAQ050_V1,FAQ050,Account,intent_050,How do I enable extra sign-in security on my account?,"If two-step verification is available for your account, enable it from Account Settings > Security and follow the verification instructions.",two factor 2fa two step verification account security,Normal,No,account,Synthetic e-commerce customer support dataset,1
FAQ050_V2,FAQ050,Account,intent_050,Is there a two-step verification option for safer login?,"If two-step verification is available for your account, enable it from Account Settings > Security and follow the verification instructions.",two factor 2fa two step verification account security,Normal,No,account,Synthetic e-commerce customer support dataset,2
FAQ050_V3,FAQ050,Account,intent_050,Please help me with this customer issue: Is there a two-step verification option for safer login?,"If two-step verification is available for your account, enable it from Account Settings > Security and follow the verification instructions.",two factor 2fa two step verification account security,Normal,No,account,Synthetic e-commerce customer support dataset,3
FAQ050_V4,FAQ050,Account,intent_050,Support question: Is there a two-step verification option for safer login?,"If two-step verification is available for your account, enable it from Account Settings > Security and follow the verification instructions.",two factor 2fa two step verification account security,Normal,No,account,Synthetic e-commerce customer support dataset,4
